No.,Instance_number,author_guid,account_age,author_type,average_hashtags,average_links,average_minutes_between_posts,average_post_lenth,average_posts_per_day_active_days,average_posts_per_day_total,average_user_mentions,default_profile,default_profile_image,friends_followers_ratio,number_followers,number_friends,number_of_crawled_posts,number_of_posts,Cluster
151,4457,7842dd0220fe3d13aca5961a05606519,3504,?,0,1,?,20,1,8,0,0,0,0.088826,21345,1896,1,30706,cluster1
152,9097,fb26ab7d23dd3c3c83a68570fe0e7f42,3404,?,0,1,?,22,1,17,1,0,0,0.199717,18351,3665,1,59022,cluster1
153,5184,8bec25001375305784bb80cfa027cbae,3403,?,0,0,?,15,1,99,1,0,0,0.398807,6201,2473,1,339325,cluster1
154,611,10c94df0782d354f93daa13e8323ef15,3366,?,0,0,?,0,1,3,0,0,0,0.086998,16713,1454,1,12478,cluster1
155,2424,417734ec6ff93e7eb9237f3951a95aa0,3345,?,0,1,?,13,1,21,0,0,0,0.131737,10984,1447,1,71174,cluster1
156,1942,339753ccd91c36119ea6d2c7b58fd281,3282,?,0,2,?,13,1,3,0,0,0,0.009137,83401,762,1,12606,cluster1
157,484,0d451f66a5af36e4b399fd6e944fd91c,3247,?,0,1.266667,4871.507143,17.866667,2.5,19,0,0,0,0,779,0,15,62084,cluster1
158,8474,e9cafc3610be3a5bb6281234a164134f,3127,?,0,2,?,11,1,4,1,0,0,0.640425,10632,6809,1,13104,cluster1
159,7621,d0378e92fcae34ceadd102ef477d946f,3107,?,0,0,?,21,1,27,0,1,0,0.059749,11816,706,1,85201,cluster1
160,4314,748ef76db9be3a049c92ee6899bf98c0,3101,?,0,0,?,16,1,7,1,0,0,0.000837,46578,39,1,23474,cluster1
161,755,1476b9f43e5438fcaedd5267d6520bd1,3078,?,0,2,?,18,1,7,1,0,0,0.007947,22020,175,1,22184,cluster1
162,6740,b7d8fe225e6d3f8eb440078f851b3e75,3076,?,0,1,?,19,1,13,0,0,0,0.145839,17341,2529,1,40477,cluster1
163,5687,9ad3cca7e6ca3a9584d86c1e38ab0a8e,3071,?,0,1,2146.763725,20.142857,3.5,102,0,0,0,1.057359,92086,97368,35,315879,cluster1
164,3385,5c6301eb52a13a1d88ef973c174ee306,3044,?,0,0.166667,3370.68,21.333333,1.5,155,1,0,0,0.833571,132723,110634,6,473883,cluster1
165,8853,f41bd8476cc83692922c27579b079712,3027,?,0,0,?,4,1,14,1,0,0,0.076851,13780,1059,1,45256,cluster1
166,335,0940b98f7a5134278ada3db1b628bbab,3006,?,0,1,?,15,1,29,3,0,0,0.124568,10990,1369,1,89626,cluster1
167,4913,84123f3a94fc3a04bcf9f6c141ec6458,3004,?,0,1,?,13,1,3,1,0,0,0.031393,13315,418,1,9916,cluster1
168,580,0fed6e7ca06e35a5a26be21df0f4b56e,2990,?,0,1,?,15,1,59,0,0,0,0.007828,28872,226,1,177152,cluster1
169,8962,f7076194d9ec30d4a5b132a60e90d8d2,2980,?,0,1,563.604444,14,3.2,25,0,0,0,0.004515,4208,19,16,75310,cluster1
170,8457,e934b2ef79c3314ab7708a8ae83c6b3d,2969,?,0,1,?,21,1,9,1,0,0,0.176883,12415,2196,1,26819,cluster1
171,1359,23dbe290279d342d95d5eb5e87299479,2962,?,0,1,838.216667,16.5,1,6,0.5,0,0,0.495666,21226,10521,2,18647,cluster1
172,5572,972dbc50e40835979adc4bc5a6d108d5,2962,?,0,0,79.933333,14,2,4,0.5,0,0,0.008076,66242,535,2,12720,cluster1
173,5419,9268b011bc733e94aa75bcf879d235f8,2948,?,0,1,?,20,1,11,1,0,0,0.941011,15308,14405,1,34940,cluster1
174,6441,b0779791b93833e3bcc74d14ef825f2f,2927,?,0,1,?,13,1,11,0,0,0,0.144173,16390,2363,1,32502,cluster1
175,1779,2f50e9f6bcbd3c98b168d4379efcdcbe,2919,?,0,1,3840.183333,15.5,1,15,0,0,0,0.07589,14600,1108,2,45624,cluster1
176,8753,f19f1daed5d135c39662b6b1177d865e,2909,?,0,1,136.15,20.5,2,30,0.5,0,0,0.09398,49149,4619,2,90038,cluster1
177,1635,2b8aeafc813631e495e069c21f05d0ed,2901,?,0,0,?,0,1,2,0,0,0,0.018075,22241,402,1,6369,cluster1
178,5317,8fb38b32c92a35f8af47408e22cdec83,2888,?,0,1,?,10,1,30,1,0,0,0.159041,11890,1891,1,88008,cluster1
179,2154,39246e240bf834278bd105c76d49d2e8,2887,?,0,1,?,16,1,18,0,0,0,0.000014,724867,10,1,52258,cluster1
180,2103,37e45a0a09ea3184b3d69c76b15f3a02,2869,?,0,2,?,16,1,8,0,0,0,0.000535,24319,13,1,23330,cluster1
181,305,08376c6cea633721be31136a66b0f576,2852,?,0,1,355.933333,2,3,6,0,0,0,0.376623,77,29,3,17115,cluster1
182,1439,267e77c4e0d83ab2b9bd129db892c8fa,2838,?,0,1,?,19,1,146,1,0,0,0.891319,19939,17772,1,416294,cluster1
183,1982,34cc82af34683c1e97c13ae8a6b4e323,2837,?,0,0.5,4801.816667,21,1.333333,76,1,0,0,0.077681,20288,1576,4,216456,cluster1
184,4321,74c2c50a3ccf3ba6af9828373aaea9a8,2837,?,0,1,?,17,1,184,0,0,0,1.038382,1928,2002,1,523490,cluster1
185,2240,3ba6cf8cdab43fed9777af1a5f253e1f,2809,?,0,1,?,14,1,104,0,0,0,1.138987,4835,5507,1,293831,cluster1
186,1758,2ecae08c4e433791895d260d7bce8aca,2800,?,0,2,?,16,1,10,0,0,0,0.003487,579929,2022,1,28026,cluster1
187,4545,7a9e6207831235428d750f7e45091d03,2790,?,0,1,?,16,1,18,0,0,0,0.872685,7399,6457,1,51095,cluster1
188,3548,6087d63504e432049047084982084ef5,2778,?,0,1,?,17,1,1,0,0,0,1.093815,7696,8418,1,4232,cluster1
189,1165,1f3d313aff433b9fb5c813951d1f47cb,2775,?,0,0.666667,6990.825,10.333333,1,9,0,0,0,0.074049,7522,557,3,26006,cluster1
190,7701,d260184a24e93b70918beecd7b54cbda,2771,?,0,0,?,23,1,8,2,0,0,0.175404,12628,2215,1,23846,cluster1
191,2720,49d65a784c8f35dbb56022693b30bd6b,2767,?,0,0,?,25,1,35,1,0,0,0.632019,11006,6956,1,99000,cluster1
192,8524,eb6b6ea99a323149a2321ecedbc07932,2750,?,0,2,?,18,1,78,0,1,0,0.86015,7744,6661,1,217019,cluster1
193,6930,bd8ec2e919133708b37ff8c352e0aa73,2747,?,0,1,?,18,1,46,0,0,0,0.547207,9183,5025,1,126925,cluster1
194,7722,d2fb8154cee9395fb5fd664bbde1691d,2746,?,0,1,113.6,12.5,2,2,0,1,0,0.040174,3908,157,2,5949,cluster1
195,4917,8434e79a2dc4300f9393db36e834dd70,2737,?,0,1,?,9,1,71,0,0,0,1.083421,7612,8247,1,196434,cluster1
196,5195,8c42b543b63b360a8f0bb262bc20fe4b,2737,?,0,0,20159.9,7.5,1,11,1.5,0,0,0.009109,43693,398,2,30126,cluster1
197,5753,9ce30724ef4b3c42af12c8cfedbd1e11,2737,?,0,1,?,12,1,8,0,0,0,0.113531,17634,2002,1,22328,cluster1
198,987,19c6273412513d7fbea2ad7456288dcd,2730,?,0,0,2.116667,19.666667,3,10,1.666667,0,0,1.895447,593,1124,3,29563,cluster1
199,75,01ecc437c24334b89cd124d6a6b68335,2725,?,0,0,?,10,1,136,1,0,0,1.574556,3152,4963,1,370905,cluster1
200,1180,1f6f82ac1d9332f8bae36b90cc062d07,2722,?,0,0,2299.395238,0,1.142857,30,0,0,0,0.837458,11234,9408,8,83699,cluster1
201,745,14332e050e0d3cb18145725bbf1d4a3a,2719,?,0,2,?,14,1,4,0,0,0,0.092776,16265,1509,1,13387,cluster1
202,5017,86d7e819486d354491554b0dc72b4af2,2719,?,0,0.666667,1430.141667,18.666667,1,156,1,0,0,0.507404,6618,3358,3,424186,cluster1
203,6778,b8e0c42694ae3e6d97b779058ddab86b,2714,?,0,1,?,17,1,38,1,0,0,0.039056,23991,937,1,104442,cluster1
204,1115,1da5fadc20423734b77f57e50ab1bfbd,2712,?,0,1,?,23,1,24,0,0,0,0.000038,78342,3,1,67329,cluster1
205,1223,20af6c4225383e0dacd04be4bd1ed9c0,2712,?,0,0,?,10,1,112,1,0,0,0.775775,14093,10933,1,305892,cluster1
206,8782,f24fc74cd0033a28aeec42fd3d1f9a01,2711,?,0,0.333333,1794.75,13.666667,1,17,1,0,0,3.633083,1330,4832,3,46423,cluster1
207,4645,7d83f6645cee335f8da718a550350641,2710,?,0,1,361.15,23,2,155,1,0,0,1.097378,4806,5274,2,422158,cluster1
208,6995,bf10d90bb45d3b3693718f3e5356b6d9,2708,?,0,1,?,16,1,3,0,1,0,0.043151,9432,407,1,8497,cluster1
209,4819,81b2c9accb66348f9d19703d163d0546,2706,?,0,1,303.016667,11,2,18,0,0,0,0.000223,58198,13,2,49260,cluster1
210,5237,8d8c638dbd0939fb88802df8116d030a,2705,?,0,1,2075.3,18,1,15,0,0,0,0.00135,130386,176,2,42407,cluster1
211,878,172a0fd0317d33bd919de062015a40b8,2703,?,0,0,?,1,1,1,0,0,0,0.104839,16740,1755,1,4660,cluster1
212,1331,2358f962c78938deba5dd1cbdc9ec055,2702,?,0,0,0.083333,9.5,2,82,1,0,0,1.023819,4912,5029,2,222123,cluster1
213,1012,1a6d7bc15a8732f798a339532cf20b9d,2699,?,0,0,10.4,16.5,2,0,1,0,0,0.012516,25887,324,2,2393,cluster1
214,8230,e2142bc6e85738e28077b9687540ced8,2699,?,0,1,?,12,1,240,0,0,0,0.058357,8945,522,1,649982,cluster1
215,4125,6fe0890ce3f13c048baffe06b9f17cda,2698,?,0,0,3016.25,10,1,110,1,0,0,1.338163,3037,4064,2,296899,cluster1
216,4348,755e2c687505373d9ce12c311735ff4d,2697,?,0,1,?,19,1,250,0,0,0,0.009158,6115,56,1,676211,cluster1
217,2767,4afe165f3cbf3dbcba5edcbd25ca3bba,2695,?,0,0.25,6033.527778,22.5,1.333333,205,1,0,0,0.037705,145364,5481,4,553282,cluster1
218,4452,782a6fc79bb73b11a74b7686452a479f,2694,?,0,1,?,19,1,102,0,0,0,0.447836,6355,2846,1,276938,cluster1
219,7493,ccab0f9c7f8f370c9d0ba92453c63d15,2691,?,0,1,6992.058333,15.333333,1,14,0,0,0,0.012928,4409,57,3,38162,cluster1
220,7442,cb22ee539c8c3181971f0f61be6e1a4b,2690,?,0,0,?,17,1,40,2,0,0,0.027248,876904,23894,1,109887,cluster1
221,2343,3ee9e4fe728a3b1eaf344131793704d5,2688,?,0,0,?,8,1,59,1,0,0,0.307858,11109,3420,1,160097,cluster1
222,598,1072cf408a2c3d4ba35b8edda7d32057,2685,?,0,0,?,11,1,91,1,0,0,0.363566,34753,12635,1,245896,cluster1
223,8860,f45468f0ec2c3f51b55a94de2202f9a6,2685,?,0,0,250.108333,9.333333,1.5,49,0.333333,0,0,0.950928,3016,2868,3,132267,cluster1
224,8569,ec5f5445c9913526ad506040573c2586,2682,?,0,1,1049.800926,16.473684,2.375,35,0,0,0,0,2456,0,19,94377,cluster1
225,3240,58447f2b279532feae0eb33e2e840e57,2680,?,0,2,46.383333,16,2,34,1,0,0,0.012338,170932,2109,2,93233,cluster1
226,6325,ad0b43fd416830dd858c7a8cd0ecdb83,2679,?,0,0,?,10,1,246,1,0,0,1.099359,4992,5488,1,659164,cluster1
227,6314,acaa499c261c3028a39e1932418c55ae,2674,?,0,1,?,13,1,113,1,0,0,0.521298,986,514,1,303176,cluster1
228,1799,2fd0f224d9453f1594d732b0651b383a,2668,?,0,2,?,19,1,8,1,0,0,0.114785,64904,7450,1,21549,cluster1
229,5016,86d75bf0ebd738d48cf2ed9bf27f4f3b,2664,?,0,0,4.35,8,2,51,0,0,0,0.296359,7032,2084,2,138000,cluster1
230,3387,5c7b42ad31b93ac18090a2d5f60e5468,2663,?,0,1,3240.016667,19,1,16,0,0,0,1.065627,2758,2939,3,44202,cluster1
231,505,0dfc3a0d480434ee9bf915aa5c4b09a6,2662,?,0,0,5672.316667,13,1,39,0.5,0,0,0.238494,2151,513,2,105753,cluster1
232,8052,dcac12e2a87e3bb78b904efbacea33e5,2662,?,0,0,2323.283333,22,1,6,1,0,0,0.064016,25759,1649,2,16186,cluster1
233,8395,e73c2959081b344cb5463293b73e79f9,2662,?,0,1,?,15,1,41,1,0,0,0.934004,71565,66842,1,110959,cluster1
234,7096,c22bdb2e3871392fb90d343ca18fd14d,2660,?,0,1,20461.06667,8.5,1,8,0,1,0,0.005027,10544,53,2,22803,cluster1
235,8580,ec9926c40ac13789a2f185b13a3a2149,2660,?,0,0,?,17,1,2,1,0,0,0.833794,13399,11172,1,6810,cluster1
236,3278,594cad3733cd3452806204fc862f7ac7,2656,?,0,2,335.75,15,2,11,0,0,0,0.009741,43014,419,2,29982,cluster1
237,400,0b35429e0af337369f08518029fb02bf,2654,?,0,1,?,19,1,298,0,1,0,0.916667,732,671,1,792146,cluster1
238,4903,8397c4d0603c3dea92326d50fecc6aa8,2654,?,0,1,6.733333,14,2,2,0,0,0,1.228571,2170,2666,2,7211,cluster1
239,3599,61f94378d8d43b4885e0805b92f678ad,2652,?,0,0,1799.326667,0,1.5,26,0,0,0,0.753056,409,308,6,69780,cluster1
240,9072,fa3114060c0f3b3fa812f886eb249e99,2650,?,0,0,?,23,1,13,1,1,0,0.169,18929,3199,1,36028,cluster1
241,7734,d33bc5b286353aa9ae48ab5514fb9d47,2649,?,0,1,?,20,1,7,1,0,0,0.10904,81878,8928,1,20551,cluster1
242,2009,35841be275a83252baa7a915c833e402,2648,?,0,0,?,3,1,20,0,0,0,0.002085,118957,248,1,55440,cluster1
243,2396,406d0f2daacb364a8ce5a9e48076a24d,2648,?,0,1,?,9,1,4,0,0,0,0.833466,21365,17807,1,11454,cluster1
244,3811,6703320e5f46388e9e26afe3a3c7e99b,2648,?,0,1,?,16,1,4,1,0,0,0.769696,10091,7767,1,12493,cluster1
245,6449,b0bd2e4705db30d6b93188042c516465,2648,?,0,1,?,23,1,117,0,0,0,0.223414,4476,1000,1,312208,cluster1
246,4367,75e0c6794f323037905492870f8531a7,2643,?,0,2,?,15,1,57,1,0,0,0.04403,1136438,50037,1,152778,cluster1
247,2054,368d95cf66593c43bc0130cfc123825d,2640,?,0,0,?,21,1,124,1,0,0,0.836492,46909,39239,1,328277,cluster1
248,3195,573e3bfac1aa3777a8527ac8a89cb307,2640,?,0,1,?,20,1,498,0,0,0,1.628338,2322,3781,1,1317070,cluster1
249,5305,8f5686d0c699355da0178a363e7b48e9,2640,?,0,0,?,13,1,3,0,0,0,0.051529,20804,1072,1,8772,cluster1
250,1889,326b458beec13b0292210126589377c4,2639,?,0,2,?,13,1,3,0,0,0,0.049391,28062,1386,1,8021,cluster1
251,6114,a720ce78075f33c3b38f092ff27543f1,2639,?,0,0,?,10,1,85,0,0,0,0.062431,10908,681,1,225286,cluster1
252,8483,ea0d85bb1dcb31e9ac06b78401e3a353,2634,?,0,2,?,14,1,62,1,0,0,0.000323,1150118,372,1,164735,cluster1
253,2827,4ccbe4cb28bf3911b5b8d40de4005a2a,2633,?,0,0,?,15,1,7,0,0,0,0.087031,10502,914,1,20867,cluster1
254,976,19740990390d3f82adf68f836ce358ae,2632,?,0,2,?,16,1,6,0,0,0,0.007019,124939,877,1,16698,cluster1
255,7222,c55dc4f6646f34d9a66c17665c09d67f,2631,?,0,1,?,19,1,44,0,0,0,0.292723,10293,3013,1,117708,cluster1
256,5057,88046937256f31a49db6238f6f742d21,2629,?,0,0,?,0,1,19,0,0,0,0.000087,218485,19,1,50384,cluster1
257,1744,2e6bc76f662932b592e7c4f01405ac60,2624,?,0,1,?,20,1,35,1,0,0,0.972113,8355,8122,1,93952,cluster1
258,7668,d164011c97a3381cac0892c43f93382a,2624,?,0,0,?,26,1,155,1,0,0,0.393371,154770,60882,1,408167,cluster1
259,7538,cdc8259c3667361aa747d70d5e45d958,2623,?,0,0,?,7,1,70,0,0,0,0.979546,17454,17097,1,185671,cluster1
260,1353,23c0a5230a933ae1b1280f72deb04b3e,2614,?,0,1,15660.06667,13.5,1,5,0,0,0,0.039607,10276,407,2,15449,cluster1
261,6379,ae8421fb3d5e3f4e84b3103d84744646,2613,?,0,1,?,10,1,94,1,0,0,0.000174,1204408,209,1,246533,cluster1
262,6747,b7e96ea3d86c3b63a47ea46e83303a5e,2613,?,0,0,?,20,1,28,0,0,0,0.116985,9685,1133,1,74752,cluster1
263,4993,8632f00088dd3e80a585e874a7779838,2612,?,0,2,?,15,1,4,1,0,0,0.194662,10192,1984,1,10756,cluster1
264,5378,915df476d82c3eb78df3b04869534964,2611,?,0,1,?,13,1,9,0,0,0,0.864908,11370,9834,1,24161,cluster1
265,6487,b1b721bdfd553ca3920ceb3dc2d00ef6,2604,?,0,1,6539.833333,14.25,1,35,0,1,0,0.209082,4008,838,4,91932,cluster1
266,6962,be69402796c03d16ac58910efd6a8540,2603,?,0,0,29.7,3.333333,3,0,0,0,0,0.827471,597,494,3,141,cluster1
267,3059,5335cc358f883bc0b086db70f1fbc573,2602,?,0,1,?,14,1,15,1,0,0,0.010955,44639,489,1,39038,cluster1
268,587,1027a90b7a15364e820bfbaac02db500,2593,?,0,0,?,1,1,6,0,1,0,0.070502,13489,951,1,16460,cluster1
269,7403,ca0d519a460f3036ab07264518673179,2591,?,0,0,?,24,1,26,2,0,0,0.001121,79408,89,1,69885,cluster1
270,7439,cb0053bc20f437b2977fa4c578edd76e,2591,?,0,0.333333,2418.65,14.333333,1.5,64,1,0,0,0.772081,17221,13296,3,166988,cluster1
271,6340,ad9ffd53cb7e3041a2cc5364d871c420,2586,?,0,2,?,14,1,137,1,0,0,0.007762,773,6,1,356368,cluster1
272,7035,c03fcc03c34a3a668adcf2a1f131256b,2584,?,0,1,?,11,1,12,1,0,0,0.906721,8823,8000,1,32873,cluster1
273,7188,c42db5406f513380adbd98832922ca26,2582,?,0,1,8124.575,16.333333,1,173,1.333333,0,0,1.649835,3030,4999,3,447443,cluster1
274,8942,f65ec0fc110839c08542dd6faecc5c55,2577,?,0,1,?,23,1,220,1,0,0,1.100249,12828,14114,1,568555,cluster1
275,1979,34be2580a5a532b4a69d4c4d43ad5df7,2576,?,0,0,790.286667,9.333333,2,44,0,0,0,0.078976,20006,1580,6,115511,cluster1
276,6237,aa8caa58e34e34ce8f084ec2046338c0,2574,?,0,0,625.183333,9.5,2,81,1,1,0,1.456218,3369,4906,2,210010,cluster1
277,7607,cfdbcb9cc9ff327aa419ee6680268563,2573,?,0,1,1878.06875,21.444444,1.8,8,1,0,0,1.392759,1823,2539,9,21551,cluster1
278,3656,634ca82d5b34332db97c658f868091da,2571,?,0,1,?,12,1,33,0,0,0,0.046272,16684,772,1,86884,cluster1
279,2349,3f11827415d03e599469881397b7ccde,2569,?,0,1,?,18,1,18,0,0,0,0.94156,9822,9248,1,47984,cluster1
280,1096,1d08f640614c3561b55914f34cb37bc3,2566,?,0,0,?,20,1,90,4,0,0,0.01563,31989,500,1,232254,cluster1
281,5538,95ead855ec733a3ab99e04d819cdd52f,2565,?,0,0,54.483333,2,2,1037,0,0,0,0.837569,2007,1681,2,2660984,cluster1
282,3764,65dc45e205d43beaae757b0b036356ae,2564,?,0,0,?,6,1,2,1,0,0,0.003051,35400,108,1,7149,cluster1
283,1718,2d9d9ef6a6b438f9aeb1ac175399ef4a,2563,?,0,0,796.816667,7.8,1.666667,2,0,0,0,0.671292,1153,774,5,5138,cluster1
284,7900,d877c55149663a1d969fcdbcfbca7fc7,2562,?,0,0.333333,6455.583333,14,1.5,30,1,0,0,3.025552,1448,4381,3,78108,cluster1
285,743,14329e018e733b90a6e52fdf8dc77b3d,2560,?,0,0.5,669.533333,12.5,2,16,0.5,0,0,0.059972,44354,2660,2,42542,cluster1
286,2225,3b3dc828683e32c0bc4959d8a25a6617,2560,?,0,0,?,1,1,0,0,0,0,0.00604,17551,106,1,2187,cluster1
287,6881,bc1fbe802fa637fb80228be22f5dc451,2559,?,0,1,?,13,1,73,0,0,0,0.028827,327890,9452,1,187806,cluster1
